ID,word,nugget,argument
218,Cross-site,O,I-Vulnerability
218,XSS,O,B-CVE
218,allows,O,B-Software
218,remote,O,I-System
218,attackers,O,I-System
221,XSS,O,B-CVE
221,allows,O,B-Software
221,remote,O,I-System
221,attackers,O,I-System
249,addressing,B-PatchVulnerability,O
262,amazed,I-DiscoverVulnerability,O
269,fixes,B-PatchVulnerability,O
269,recent,O,B-System
269,reported,B-DiscoverVulnerability,B-Vulnerability
269,by,O,I-Vulnerability
269,FreeBSD,O,I-Vulnerability
269,.,O,I-Vulnerability
270,'s,O,B-System
280,discovered,I-DiscoverVulnerability,O
289,fixes,B-PatchVulnerability,O
289,recent,O,B-System
289,reported,B-DiscoverVulnerability,B-Vulnerability
289,by,O,I-Vulnerability
289,FreeBSD,O,I-Vulnerability
289,.,O,I-Vulnerability
290,'s,O,B-System
300,discovered,I-DiscoverVulnerability,O
312,APSB15-19,O,I-Software
321,APSB15-19,O,I-Software
321,Remote,O,I-Software
321,...,O,B-Vulnerability
322,),O,B-Vulnerability
323,APSB15-19,O,I-Software
323,Remote,O,I-Software
323,...,O,B-Vulnerability
324,APSB15-19,O,I-Software
324,Remote,O,I-Software
324,...,O,B-Vulnerability
325,),O,B-Vulnerability
326,finds,B-DiscoverVulnerability,O
334,know,O,B-Vulnerability
361,discover,B-DiscoverVulnerability,O
361,iOS,O,B-Person
361,allowing,O,B-Vulnerability
361,file,O,B-System
361,attack,O,I-Software
363,patch,I-PatchVulnerability,O
363,for,O,B-Device
363,the,O,I-Device
370,exposed,B-DiscoverVulnerability,O
372,fixes,B-PatchVulnerability,O
372,lock,O,B-System
372,.,O,B-Vulnerability
373,PayPal,O,I-Vulnerability
373,Vulnerability,O,I-Vulnerability
373,Allows,O,I-Vulnerability
378,open,O,B-Vulnerability
378,to,O,I-Vulnerability
390,.,O,B-System
391,lead,O,I-Version
391,http://bit.ly/1jzOycrÃÂ ,O,B-System
393,open,O,B-Vulnerability
393,to,O,I-Vulnerability
399,to,O,I-Vulnerability
400,discover,B-DiscoverVulnerability,O
400,iOS,O,B-Person
400,allowing,O,B-Vulnerability
400,file,O,B-System
400,attack,O,I-Software
401,discover,B-DiscoverVulnerability,O
401,iOS,O,B-Person
401,allowing,O,B-Vulnerability
401,file,O,B-System
401,attack,O,I-Software
403,discover,B-DiscoverVulnerability,O
403,iOS,O,B-Person
403,allowing,O,B-Vulnerability
403,file,O,B-System
403,attack,O,I-Software
404,vulnerability,O,I-Organization
404,shortcomings,O,I-Vulnerability
404,helps,O,I-Vulnerability
409,discover,B-DiscoverVulnerability,O
409,iOS,O,B-Person
409,allowing,O,B-Vulnerability
409,file,O,B-System
409,attack,O,I-Software
413,:,O,B-Vulnerability
413,[,O,B-Vulnerability
413,http://eset.comÃÂ ,O,I-Vulnerability
416,disclosure,I-DiscoverVulnerability,O
420,is,B-DiscoverVulnerability,O
420,his,O,B-Person
420,might,B-DiscoverVulnerability,O
420,be,I-DiscoverVulnerability,O
420,vulnerable,I-DiscoverVulnerability,O
427,of,O,B-Organization
427,patch,B-PatchVulnerability,O
427,discovered,I-DiscoverVulnerability,O
427,http://okt.to/OmAOCzÃÂ ,O,B-Vulnerability
427,?,O,I-Vulnerability
434,to,O,I-Vulnerability
436,open,O,B-Vulnerability
436,to,O,I-Vulnerability
437,open,O,B-Vulnerability
437,to,O,I-Vulnerability
438,open,O,B-Vulnerability
438,to,O,I-Vulnerability
439,to,O,I-Vulnerability
440,open,O,B-Vulnerability
440,to,O,I-Vulnerability
441,open,O,B-Vulnerability
441,to,O,I-Vulnerability
442,open,O,B-Vulnerability
442,to,O,I-Vulnerability
444,open,O,B-Vulnerability
444,to,O,I-Vulnerability
447,open,O,B-Vulnerability
447,to,O,I-Vulnerability
450,increased,I-PatchVulnerability,O
451,WinRAR,O,I-Vulnerability
457,on,O,B-Vulnerability
464,exposed,B-DiscoverVulnerability,O
464,vulnerability,O,B-Vulnerability
464,Creator,O,I-Vulnerability
465,exposed,B-DiscoverVulnerability,O
465,vulnerability,O,B-Vulnerability
465,Creator,O,I-Vulnerability
502,Vulnerability,O,I-Vulnerability
528,A,O,B-Vulnerability
528,affects,B-DiscoverVulnerability,O
528,these,O,B-Vulnerability
528,of,O,I-Vulnerability
528,Ã¢ÂÂ¦,O,B-System
529,affects,B-DiscoverVulnerability,O
529,of,O,I-Vulnerability
529,:,O,B-System
532,to,O,I-Vulnerability
554,identified,B-DiscoverVulnerability,O
554,http://www.welivesecurity.com/2015/09/30/significant-winrar-vulnerability-identified/ÃÂ Ã¢ÂÂ¦,O,B-Vulnerability
555,WinRAR,O,I-Vulnerability
555,identified,B-DiscoverVulnerability,O
555,see,O,B-Vulnerability
555,http://disq.us/8os0y6ÃÂ pic.twitter.com/FkRAKzCQPh,O,B-Vulnerability
556,Expert,O,I-Vulnerability
557,found,B-DiscoverVulnerability,O
557,fuzzing,O,I-Vulnerability
557,got,B-PatchVulnerability,I-Vulnerability
557,patched,I-PatchVulnerability,O
557,in,O,B-Time
557,.,O,B-Vulnerability
558,no,O,B-System
559,upload,O,B-System
559,file,O,I-Capabilities
559,http://haktuts.blogspot.com/2015/09/vulnerability-in-ios-allowing-attacker-to-upload-malicious-file.htmlÃÂ Ã¢ÂÂ¦,O,I-Capabilities
560,discloses,B-DiscoverVulnerability,O
560,in,O,B-Person
560,http://j.mp/1M6MF2ZÃÂ ,O,B-Vulnerability
561,Critical,O,I-Vulnerability
569,disclosure,I-DiscoverVulnerability,O
570,disclosure,I-DiscoverVulnerability,O
571,disclosure,I-DiscoverVulnerability,O
572,disclosure,I-DiscoverVulnerability,O
575,identified,B-DiscoverVulnerability,O
575,http://ift.tt/1WykD2LÃÂ ,O,B-Vulnerability
575,An,O,B-Vulnerability
575,expert,O,I-Vulnerability
575,says,B-DiscoverVulnerability,O
575,the,O,B-Person
575,popular,O,I-Person
579,shows,B-DiscoverVulnerability,O
607,fixes,B-PatchVulnerability,O
607,Siri,O,B-System
607,lock,O,B-Version
607,vulnerability,O,B-Vulnerability
607,that,O,I-Vulnerability
607,let,O,I-Vulnerability
607,users,O,I-Vulnerability
607,access,O,I-Vulnerability
607,and,O,B-Capabilities
607,contacts,O,I-Capabilities
607,-,O,I-Capabilities
607,Mac,O,I-Capabilities
607,Rumors,O,I-Capabilities
607,http://buff.ly/1FItIS8ÃÂ ,O,I-Capabilities
612,:,O,I-Vulnerability
616,identified,B-DiscoverVulnerability,O
616,-,O,B-Vulnerability
616,An,O,B-Vulnerability
616,expert,O,I-Vulnerability
616,says,B-DiscoverVulnerability,O
616,popular,O,I-Person
617,fixes,B-PatchVulnerability,O
617,Siri,O,B-System
617,lock,O,B-Version
617,vulnerability,O,B-Vulnerability
617,that,O,I-Vulnerability
617,let,O,I-Vulnerability
617,users,O,I-Vulnerability
617,access,O,I-Vulnerability
617,and,O,B-Capabilities
617,contacts,O,I-Capabilities
617,on,O,I-Capabilities
617,a,O,I-Capabilities
617,locked,O,I-Capabilities
618,a,O,I-Device
618,related,O,I-Device
618,thinks,B-DiscoverVulnerability,O
621,fixes,B-PatchVulnerability,O
621,Siri,O,B-System
621,vulnerability,O,B-Vulnerability
621,that,O,I-Vulnerability
621,let,O,I-Vulnerability
621,users,O,I-Vulnerability
621,access,O,I-Vulnerability
621,and,O,B-Capabilities
621,contacts,O,I-Capabilities
621,on,O,I-Capabilities
621,a,O,I-Capabilities
621,locked,O,I-Capabilities
621,Ã¢ÂÂ¦,O,I-Capabilities
626,fixes,B-PatchVulnerability,O
626,vulnerability,O,B-Vulnerability
626,that,O,I-Vulnerability
626,let,O,I-Vulnerability
626,users,O,I-Vulnerability
626,access,O,I-Vulnerability
626,and,O,B-Capabilities
626,contacts,O,I-Capabilities
626,on,O,I-Capabilities
626,a,O,I-Capabilities
627,traits,O,I-Device
627,of,O,I-Device
632,fixes,B-PatchVulnerability,O
632,the,O,B-System
632,lock,O,B-Version
632,that,O,B-Vulnerability
632,allowed,O,I-Vulnerability
632,access,O,I-Vulnerability
632,to,O,I-Vulnerability
632,and,O,B-Capabilities
632,contacts,O,I-Capabilities
632,on,O,I-Capabilities
632,a,O,I-Capabilities
632,device,O,I-Capabilities
633,iOS,O,B-Device
633,9.0.2,O,I-Device
633,also,O,I-Device
633,fixes,B-PatchVulnerability,O
633,the,O,B-System
633,lock,O,B-Version
633,that,O,B-Vulnerability
633,allowed,O,I-Vulnerability
633,access,O,I-Vulnerability
633,to,O,I-Vulnerability
633,and,O,B-Capabilities
633,contacts,O,I-Capabilities
633,on,O,I-Capabilities
633,a,O,I-Capabilities
633,device,O,I-Capabilities
634,iOS,O,B-Device
634,9.0.2,O,I-Device
634,fixes,B-PatchVulnerability,I-Device
634,Siri,O,B-System
634,lock,O,B-Version
634,vulnerability,O,B-Vulnerability
634,that,O,I-Vulnerability
634,let,O,I-Vulnerability
634,users,O,I-Vulnerability
634,access,O,I-Vulnerability
634,and,O,B-Capabilities
634,contacts,O,I-Capabilities
634,on,O,I-Capabilities
634,a,O,I-Capabilities
634,locked,O,I-Capabilities
635,The,O,I-Device
635,Docs,O,I-Device
636,identified,B-DiscoverVulnerability,O
636,-,O,B-Vulnerability
636,An,O,B-Vulnerability
636,expert,O,I-Vulnerability
636,says,B-DiscoverVulnerability,O
636,popular,O,I-Person
637,fixes,B-PatchVulnerability,O
637,Siri,O,B-System
637,vulnerability,O,B-Vulnerability
637,that,O,I-Vulnerability
637,let,O,I-Vulnerability
637,users,O,I-Vulnerability
637,access,O,I-Vulnerability
637,and,O,B-Capabilities
637,contacts,O,I-Capabilities
637,on,O,I-Capabilities
637,a,O,I-Capabilities
637,lock,O,I-Capabilities
637,Ã¢ÂÂ¦,O,I-Capabilities
640,fixes,B-PatchVulnerability,O
640,Siri,O,B-System
640,lock,O,B-Version
640,vulnerability,O,B-Vulnerability
640,that,O,I-Vulnerability
640,let,O,I-Vulnerability
640,users,O,I-Vulnerability
640,access,O,I-Vulnerability
640,and,O,B-Capabilities
640,contacts,O,I-Capabilities
640,on,O,I-Capabilities
640,a,O,I-Capabilities
640,locked,O,I-Capabilities
641,Zer0-day,O,I-Device
641,Vulnerability,O,I-Device
642,fixes,B-PatchVulnerability,O
642,Siri,O,B-System
642,lock,O,B-Version
642,vulnerability,O,B-Vulnerability
642,that,O,I-Vulnerability
642,let,O,I-Vulnerability
642,users,O,I-Vulnerability
642,access,O,I-Vulnerability
642,and,O,B-Capabilities
642,contacts,O,I-Capabilities
642,on,O,I-Capabilities
642,a,O,I-Capabilities
642,locked,O,I-Capabilities
643,Vulnerability,O,I-Device
643,Is,O,I-Device
651,found,B-DiscoverVulnerability,O
651,in,I-DiscoverVulnerability,O
651,the,O,B-Vulnerability
651,latest,O,I-Vulnerability
651,http://ow.ly/SR7NDÃÂ ,O,I-Version
651,#datasec,O,I-Version
652,found,B-DiscoverVulnerability,O
652,vulnerability,O,B-Person
652,your,O,B-Vulnerability
652,website,O,I-Vulnerability
652,",",O,I-Vulnerability
653,discover,B-DiscoverVulnerability,O
653,iOS,O,B-Person
653,allowing,O,B-Vulnerability
653,file,O,B-System
653,attack,O,I-Software
654,discovered,B-DiscoverVulnerability,O
654,in,I-DiscoverVulnerability,B-Vulnerability
654,old,O,I-Vulnerability
654,Intel,O,I-Vulnerability
655,But,O,B-Device
655,then,O,I-Device
655,again,O,I-Device
658,font,O,I-Person
672,iPhone,O,B-Vulnerability
672,4s,O,I-Vulnerability
672,&,O,I-Vulnerability
672,",",O,B-Device
672,",",O,I-Device
672,.,O,B-Device
704,A,B-Phishing,O
704,spear-phishing,I-Phishing,O
704,a,O,B-Time
704,vulnerability,O,B-Capabilities
704,to,O,I-Capabilities
704,infect,O,I-Capabilities
704,users,O,I-Capabilities
704,with,O,I-Capabilities
705,KILLER,O,I-Capabilities
705,!,O,I-Capabilities
706,OnePlus,O,I-Capabilities
706,#TechTongue,O,B-Vulnerability
706,#Tech,O,I-Vulnerability
713,found,B-DiscoverVulnerability,O
720,reporting,B-DiscoverVulnerability,O
721,found,B-DiscoverVulnerability,O
722,found,B-DiscoverVulnerability,O
727,found,B-DiscoverVulnerability,O
731,to,O,I-Vulnerability
739,found,B-DiscoverVulnerability,O
741,found,B-DiscoverVulnerability,O
742,discover,B-DiscoverVulnerability,O
742,iOS,O,B-Person
742,allowing,O,B-Vulnerability
742,file,O,B-System
742,attack,O,I-Software
743,affected,B-DiscoverVulnerability,O
743,wo,O,B-Vulnerability
750,open,O,B-Vulnerability
750,to,O,I-Vulnerability
751,open,O,B-Vulnerability
751,to,O,I-Vulnerability
753,team,O,B-Person
753,discovered,B-DiscoverVulnerability,B-Person
753,a,O,I-Person
753,critical,O,I-Person
753,vulnerability,O,I-Person
753,a,O,B-Vulnerability
753,commonly,O,I-Vulnerability
753,used,O,I-Vulnerability
755,discover,B-DiscoverVulnerability,O
755,iOS,O,B-Person
755,allowing,O,B-Vulnerability
755,file,O,B-System
755,attack,O,I-Software
764,discover,B-DiscoverVulnerability,O
764,iOS,O,B-Person
764,allowing,O,B-Vulnerability
764,file,O,B-System
764,attack,O,I-Software
765,enable,O,I-Vulnerability
765,access,B-Databreach,O
765,information,O,I-Person
765,.,O,I-Data
766,live,O,B-System
766,like,O,I-Data
771,found,B-DiscoverVulnerability,O
772,identified,B-DiscoverVulnerability,O
772,http://www.welivesecurity.com/2015/09/30/significant-winrar-vulnerability-identified/ÃÂ Ã¢ÂÂ¦,O,B-Vulnerability
773,common,O,I-Vulnerability
774,reveals,B-DiscoverVulnerability,O
786,discover,B-DiscoverVulnerability,O
786,iOS,O,B-Person
786,allowing,O,B-Vulnerability
786,file,O,B-System
786,attack,O,I-Software
787,dollars,O,B-Person
787,-,O,B-Device
788,to,O,I-Vulnerability
789,to,O,I-Vulnerability
791,found,B-DiscoverVulnerability,O
801,disclosing,B-DiscoverVulnerability,O
803,identified,B-DiscoverVulnerability,O
803,-,O,B-Vulnerability
803,An,O,B-Vulnerability
803,expert,O,I-Vulnerability
803,says,B-DiscoverVulnerability,O
803,popular,O,I-Person
807,discover,B-DiscoverVulnerability,O
807,iOS,O,B-Person
807,allowing,O,B-Vulnerability
807,file,O,B-System
807,attack,O,I-Software
808,discover,B-DiscoverVulnerability,O
808,iOS,O,B-Person
808,allowing,O,B-Vulnerability
808,file,O,B-System
808,attack,O,I-Software
811,have,B-DiscoverVulnerability,O
811,discovered,I-DiscoverVulnerability,B-Person
811,date,O,I-Vulnerability
811,--,O,I-Vulnerability
811,may,O,I-Vulnerability
813,security,O,B-System
813,fixed,B-PatchVulnerability,I-System
813,Posted,O,B-Vulnerability
813,by,O,I-Vulnerability
815,security,O,B-System
815,fixed,B-PatchVulnerability,I-System
815,Posted,O,B-Vulnerability
815,by,O,I-Vulnerability
819,found,B-DiscoverVulnerability,O
819,and,O,B-Vulnerability
819,going,O,I-Vulnerability
820,discover,B-DiscoverVulnerability,O
820,iOS,O,B-Person
820,allowing,O,B-Vulnerability
820,file,O,B-System
820,attack,O,I-Software
822,found,B-DiscoverVulnerability,O
822,versions,O,B-Vulnerability
822,Use,O,I-Version
822,alternative,O,B-System
826,addressing,I-PatchVulnerability,O
826,their,O,I-Organization
826,vulnerability,O,I-Organization
828,their,O,I-Organization
828,vulnerability,O,I-Organization
836,identified,B-DiscoverVulnerability,O
836,:,O,B-Vulnerability
836,An,O,B-Vulnerability
836,expert,O,I-Vulnerability
836,says,B-DiscoverVulnerability,O
836,the,O,B-Person
836,popular,O,I-Person
837,identified,B-DiscoverVulnerability,O
837,:,O,B-Vulnerability
837,An,O,B-Vulnerability
837,expert,O,I-Vulnerability
837,says,B-DiscoverVulnerability,O
837,the,O,B-Person
837,popular,O,I-Person
845,about,O,B-Person
845,http://motherboard.vice.com/read/encryption-program-truecrypt-has-a-critical-vulnerabilityÃÂ Ã¢ÂÂ¦,O,I-Vulnerability
846,#NNOCCI,O,I-Vulnerability
846,Coastal,O,I-Vulnerability
858,is,B-DiscoverVulnerability,O
858,found,I-DiscoverVulnerability,O
859,identified,B-DiscoverVulnerability,O
859,http://ift.tt/1GhfticÃÂ ,O,B-Vulnerability
859,(,O,B-Vulnerability
859,via,O,I-Vulnerability
860,identified,B-DiscoverVulnerability,O
860,http://ift.tt/1GhfticÃÂ ,O,B-Vulnerability
860,An,O,B-Vulnerability
860,expert,O,I-Vulnerability
860,says,B-DiscoverVulnerability,O
860,the,O,B-Person
860,popular,O,I-Person
862,shows,B-DiscoverVulnerability,O
866,reveals,B-DiscoverVulnerability,O
869,disclosure,I-DiscoverVulnerability,O
876,exists,B-DiscoverVulnerability,O
876,in,I-DiscoverVulnerability,O
876,Forms,O,B-Vulnerability
876,Experience,O,I-Vulnerability
876,its,O,I-System
876,use,O,I-System
879,identified,B-DiscoverVulnerability,O
879,http://fb.me/32Ge0m6LzÃÂ ,O,B-Vulnerability
880,WinRAR,O,I-Vulnerability
880,identified,B-DiscoverVulnerability,O
880,:,O,B-Vulnerability
880,An,O,B-Vulnerability
880,expert,O,I-Vulnerability
880,says,B-DiscoverVulnerability,O
880,the,O,B-Person
880,popular,O,I-Person
882,discover,B-DiscoverVulnerability,O
882,iOS,O,B-Person
882,app,O,B-Vulnerability
882,malicious,O,B-Software
882,file,O,I-Software
882,attack,O,I-Software
884,discover,B-DiscoverVulnerability,O
884,iOS,O,B-Person
884,allowing,O,B-Vulnerability
884,file,O,B-System
884,attack,O,I-Software
890,fixed,B-PatchVulnerability,O
890,to,O,I-Vulnerability
899,discover,B-DiscoverVulnerability,O
899,iOS,O,B-Person
899,allowing,O,B-Vulnerability
899,file,O,B-System
899,attack,O,I-Software
900,discover,B-DiscoverVulnerability,O
900,iOS,O,B-Person
900,allowing,O,B-Vulnerability
900,file,O,B-System
900,attack,O,I-Software
904,discover,B-DiscoverVulnerability,O
904,iOS,O,B-Person
904,allowing,O,B-Vulnerability
904,file,O,B-System
904,attack,O,I-Software
906,tells,B-DiscoverVulnerability,O
908,discover,B-DiscoverVulnerability,O
908,#iOS,O,B-Person
912,Apache,O,B-Data
916,(,O,I-Vulnerability
925,discover,B-DiscoverVulnerability,O
925,iOS,O,B-Person
925,allowing,O,B-Vulnerability
925,file,O,B-System
925,attack,O,I-Software
926,discover,B-DiscoverVulnerability,O
926,iOS,O,B-Person
926,allowing,O,B-Vulnerability
926,file,O,B-System
926,attack,O,I-Software
932,discover,B-DiscoverVulnerability,O
932,iOS,O,B-Person
932,allowing,O,B-Vulnerability
932,file,O,B-System
932,attack,O,I-Software
933,discover,B-DiscoverVulnerability,O
933,in,O,B-Person
933,iOS,O,B-Person
933,allowing,O,B-Vulnerability
933,file,O,B-System
933,attack,O,I-Software
934,discover,B-DiscoverVulnerability,O
934,iOS,O,B-Person
934,allowing,O,B-Vulnerability
934,file,O,B-System
934,attack,O,I-Software
935,discover,B-DiscoverVulnerability,O
935,iOS,O,B-Person
935,allowing,O,B-Vulnerability
935,file,O,B-System
935,attack,O,I-Software
936,discover,B-DiscoverVulnerability,O
936,iOS,O,B-Person
936,allowing,O,B-Vulnerability
936,file,O,B-System
936,attack,O,I-Software
937,discover,B-DiscoverVulnerability,O
937,iOS,O,B-Person
937,allowing,O,B-Vulnerability
937,file,O,B-System
937,attack,O,I-Software
938,discover,B-DiscoverVulnerability,O
938,iOS,O,B-Person
938,http://j.mp/1YODrwGÃÂ ,O,B-Vulnerability
938,@myakzan,O,B-System
939,has,B-DiscoverVulnerability,B-Vulnerability
939,been,I-DiscoverVulnerability,I-Vulnerability
939,discovered,I-DiscoverVulnerability,I-Vulnerability
939,that,O,I-Vulnerability
940,has,B-DiscoverVulnerability,B-Vulnerability
940,been,I-DiscoverVulnerability,I-Vulnerability
940,discovered,I-DiscoverVulnerability,I-Vulnerability
940,that,O,I-Vulnerability
941,has,B-DiscoverVulnerability,B-Vulnerability
941,been,I-DiscoverVulnerability,I-Vulnerability
941,discovered,I-DiscoverVulnerability,I-Vulnerability
941,that,O,I-Vulnerability
942,has,B-DiscoverVulnerability,B-Vulnerability
942,been,I-DiscoverVulnerability,I-Vulnerability
942,discovered,I-DiscoverVulnerability,I-Vulnerability
942,that,O,I-Vulnerability
943,has,B-DiscoverVulnerability,B-Vulnerability
943,been,I-DiscoverVulnerability,I-Vulnerability
943,discovered,I-DiscoverVulnerability,I-Vulnerability
943,that,O,I-Vulnerability
944,has,B-DiscoverVulnerability,B-Vulnerability
944,been,I-DiscoverVulnerability,I-Vulnerability
944,discovered,I-DiscoverVulnerability,I-Vulnerability
944,that,O,I-Vulnerability
945,has,B-DiscoverVulnerability,B-Vulnerability
945,been,I-DiscoverVulnerability,I-Vulnerability
945,discovered,I-DiscoverVulnerability,I-Vulnerability
945,that,O,I-Vulnerability
946,has,B-DiscoverVulnerability,B-Vulnerability
946,been,I-DiscoverVulnerability,I-Vulnerability
946,discovered,I-DiscoverVulnerability,I-Vulnerability
946,that,O,I-Vulnerability
947,has,B-DiscoverVulnerability,B-Vulnerability
947,been,I-DiscoverVulnerability,I-Vulnerability
947,discovered,I-DiscoverVulnerability,I-Vulnerability
947,that,O,I-Vulnerability
948,has,B-DiscoverVulnerability,B-Vulnerability
948,been,I-DiscoverVulnerability,I-Vulnerability
948,discovered,I-DiscoverVulnerability,I-Vulnerability
948,that,O,I-Vulnerability
949,has,B-DiscoverVulnerability,B-Vulnerability
949,been,I-DiscoverVulnerability,I-Vulnerability
949,discovered,I-DiscoverVulnerability,I-Vulnerability
949,that,O,I-Vulnerability
950,has,B-DiscoverVulnerability,B-Vulnerability
950,been,I-DiscoverVulnerability,I-Vulnerability
950,discovered,I-DiscoverVulnerability,I-Vulnerability
950,that,O,I-Vulnerability
951,has,B-DiscoverVulnerability,B-Vulnerability
951,been,I-DiscoverVulnerability,I-Vulnerability
951,discovered,I-DiscoverVulnerability,I-Vulnerability
951,that,O,I-Vulnerability
952,has,B-DiscoverVulnerability,B-Vulnerability
952,been,I-DiscoverVulnerability,I-Vulnerability
952,discovered,I-DiscoverVulnerability,I-Vulnerability
952,that,O,I-Vulnerability
953,has,B-DiscoverVulnerability,B-Vulnerability
953,been,I-DiscoverVulnerability,I-Vulnerability
953,discovered,I-DiscoverVulnerability,I-Vulnerability
953,that,O,I-Vulnerability
954,has,B-DiscoverVulnerability,B-Vulnerability
954,been,I-DiscoverVulnerability,I-Vulnerability
954,discovered,I-DiscoverVulnerability,I-Vulnerability
954,that,O,I-Vulnerability
955,has,B-DiscoverVulnerability,B-Vulnerability
955,been,I-DiscoverVulnerability,I-Vulnerability
955,discovered,I-DiscoverVulnerability,I-Vulnerability
955,that,O,I-Vulnerability
956,has,B-DiscoverVulnerability,B-Vulnerability
956,been,I-DiscoverVulnerability,I-Vulnerability
956,discovered,I-DiscoverVulnerability,I-Vulnerability
956,that,O,I-Vulnerability
957,has,B-DiscoverVulnerability,B-Vulnerability
957,been,I-DiscoverVulnerability,I-Vulnerability
957,discovered,I-DiscoverVulnerability,I-Vulnerability
957,that,O,I-Vulnerability
958,has,B-DiscoverVulnerability,B-Vulnerability
958,been,I-DiscoverVulnerability,I-Vulnerability
958,discovered,I-DiscoverVulnerability,I-Vulnerability
958,that,O,I-Vulnerability
959,has,B-DiscoverVulnerability,B-Vulnerability
959,been,I-DiscoverVulnerability,I-Vulnerability
959,discovered,I-DiscoverVulnerability,I-Vulnerability
959,that,O,I-Vulnerability
960,has,B-DiscoverVulnerability,B-Vulnerability
960,been,I-DiscoverVulnerability,I-Vulnerability
960,discovered,I-DiscoverVulnerability,I-Vulnerability
960,that,O,I-Vulnerability
961,has,B-DiscoverVulnerability,B-Vulnerability
961,been,I-DiscoverVulnerability,I-Vulnerability
961,discovered,I-DiscoverVulnerability,I-Vulnerability
961,that,O,I-Vulnerability
962,has,B-DiscoverVulnerability,B-Vulnerability
962,been,I-DiscoverVulnerability,I-Vulnerability
962,discovered,I-DiscoverVulnerability,I-Vulnerability
962,that,O,I-Vulnerability
963,has,B-DiscoverVulnerability,B-Vulnerability
963,been,I-DiscoverVulnerability,I-Vulnerability
963,discovered,I-DiscoverVulnerability,I-Vulnerability
963,that,O,I-Vulnerability
964,has,B-DiscoverVulnerability,B-Vulnerability
964,been,I-DiscoverVulnerability,I-Vulnerability
964,discovered,I-DiscoverVulnerability,I-Vulnerability
964,that,O,I-Vulnerability
965,has,B-DiscoverVulnerability,B-Vulnerability
965,been,I-DiscoverVulnerability,I-Vulnerability
965,discovered,I-DiscoverVulnerability,I-Vulnerability
965,that,O,I-Vulnerability
966,has,B-DiscoverVulnerability,B-Vulnerability
966,been,I-DiscoverVulnerability,I-Vulnerability
966,discovered,I-DiscoverVulnerability,I-Vulnerability
966,that,O,I-Vulnerability
967,has,B-DiscoverVulnerability,B-Vulnerability
967,been,I-DiscoverVulnerability,I-Vulnerability
967,discovered,I-DiscoverVulnerability,I-Vulnerability
967,that,O,I-Vulnerability
968,has,B-DiscoverVulnerability,B-Vulnerability
968,been,I-DiscoverVulnerability,I-Vulnerability
968,discovered,I-DiscoverVulnerability,I-Vulnerability
968,that,O,I-Vulnerability
969,has,B-DiscoverVulnerability,B-Vulnerability
969,been,I-DiscoverVulnerability,I-Vulnerability
969,discovered,I-DiscoverVulnerability,I-Vulnerability
969,that,O,I-Vulnerability
970,has,B-DiscoverVulnerability,B-Vulnerability
970,been,I-DiscoverVulnerability,I-Vulnerability
970,discovered,I-DiscoverVulnerability,I-Vulnerability
970,that,O,I-Vulnerability
972,has,B-DiscoverVulnerability,B-Vulnerability
972,been,I-DiscoverVulnerability,I-Vulnerability
972,discovered,I-DiscoverVulnerability,I-Vulnerability
