"","ID","word","nugget","argument","Attack"
"44",6608,"âs","O","I-Capabilities","DiscoverVulnerability"
"45",6608,"demand","B-Ransom","O","Ransom"
"46",6608,"a","I-Ransom","O","Ransom"
"47",6608,"ransom","I-Ransom","O","Ransom"
"48",11613,"vulnerabilities","O","B-Vulnerability","Ransom"
"49",11613,"already","B-PatchVulnerability","O","PatchVulnerability"
"50",11613,"patched","I-PatchVulnerability","O","PatchVulnerability"
"51",11613,"the","O","B-Organization","PatchVulnerability"
"52",11613,"software","O","I-Organization","PatchVulnerability"
"53",11613,"developer","O","I-Organization","PatchVulnerability"
"54",881,"Sucuri","O","B-Organization","PatchVulnerability"
"55",881,"detected","B-DiscoverVulnerability","O","DiscoverVulnerability"
"56",881,"the","O","B-Vulnerability","DiscoverVulnerability"
"57",881,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"58",881,"became","B-DiscoverVulnerability","O","DiscoverVulnerability"
"59",881,"public","I-DiscoverVulnerability","O","DiscoverVulnerability"
"60",881,"last","O","B-Time","DiscoverVulnerability"
"61",881,"Monday","O","I-Time","DiscoverVulnerability"
"62",1880,"a","O","B-Vulnerability","DiscoverVulnerability"
"63",1880,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"64",1880,"the","O","B-System","DiscoverVulnerability"
"65",1880,"WordPress","O","I-System","DiscoverVulnerability"
"66",1880,"REST","O","I-System","DiscoverVulnerability"
"67",1880,"API","O","I-System","DiscoverVulnerability"
"68",1880,"the","O","B-Person","DiscoverVulnerability"
"69",1880,"WordPress","O","I-Person","DiscoverVulnerability"
"70",1880,"team","O","I-Person","DiscoverVulnerability"
"71",1880,"fixed","B-PatchVulnerability","O","PatchVulnerability"
"72",1880,"almost","O","B-Time","PatchVulnerability"
"73",1880,"two","O","I-Time","PatchVulnerability"
"74",1880,"weeks","O","I-Time","PatchVulnerability"
"75",1880,"ago","O","I-Time","PatchVulnerability"
"76",1880,"they","O","B-Organization","PatchVulnerability"
"77",1880,"published","B-DiscoverVulnerability","O","DiscoverVulnerability"
"78",1880,"public","I-DiscoverVulnerability","O","DiscoverVulnerability"
"79",1880,"details","I-DiscoverVulnerability","O","DiscoverVulnerability"
"80",1880,"last","O","B-Time","DiscoverVulnerability"
"81",1880,"Monday","O","I-Time","DiscoverVulnerability"
"82",569,"InterContinental","O","B-Organization","DiscoverVulnerability"
"83",569,"Hotels","O","I-Organization","DiscoverVulnerability"
"84",569,"Group","O","I-Organization","DiscoverVulnerability"
"85",569,"late","O","B-Time","DiscoverVulnerability"
"86",569,"last","O","I-Time","DiscoverVulnerability"
"87",569,"week","O","I-Time","DiscoverVulnerability"
"88",569,"payment","O","B-System","DiscoverVulnerability"
"89",569,"card","O","I-System","DiscoverVulnerability"
"90",569,"systems","O","I-System","DiscoverVulnerability"
"91",569,"1,000","O","B-Number","DiscoverVulnerability"
"92",569,"its","O","B-Organization","DiscoverVulnerability"
"93",569,"hotels","O","I-Organization","DiscoverVulnerability"
"94",569,"had","B-Databreach","O","Databreach"
"95",569,"been","I-Databreach","O","Databreach"
"96",569,"breached","I-Databreach","O","Databreach"
"97",2567,"The","O","B-Organization","Databreach"
"98",2567,"company","O","I-Organization","Databreach"
"99",2567,"February","O","B-Time","Databreach"
"100",2567,"a","B-Databreach","O","Databreach"
"101",2567,"credit","I-Databreach","O","Databreach"
"102",2567,"card","I-Databreach","O","Databreach"
"103",2567,"breach","I-Databreach","O","Databreach"
"104",2567,"12","O","B-Number","Databreach"
"105",2567,"its","O","B-Organization","Databreach"
"106",2567,"hotels","O","I-Organization","Databreach"
"107",2567,"restaurants","O","B-Organization","Databreach"
"108",3564,"second","B-Databreach","O","Databreach"
"109",3564,"breach","I-Databreach","O","Databreach"
"110",3564,"hotels","O","B-Organization","Databreach"
"111",3564,"between","O","B-Time","Databreach"
"112",3564,"Sept.","O","I-Time","Databreach"
"113",3564,"29","O","I-Time","Databreach"
"114",3564,"and","O","I-Time","Databreach"
"115",3564,"Dec.","O","I-Time","Databreach"
"116",3564,"29","O","I-Time","Databreach"
"117",4555,"payment","O","B-PII","Databreach"
"118",4555,"card","O","I-PII","Databreach"
"119",4555,"data","O","I-PII","Databreach"
"120",4555,"was","B-Databreach","O","Databreach"
"121",4555,"accessed","I-Databreach","O","Databreach"
"122",5534,"the","O","B-Malware","Databreach"
"123",5534,"variant","O","I-Malware","Databreach"
"124",5534,"system","O","B-System","Databreach"
"125",5534,"siphoned","B-Databreach","O","Databreach"
"126",5534,"track","I-Databreach","O","Databreach"
"127",5534,"data","I-Databreach","O","Databreach"
"128",5534,"customers","O","B-Person","Databreach"
"129",5534,"card","O","B-PII","Databreach"
"130",5534,"number","O","I-PII","Databreach"
"131",5534,"expiration","O","B-Data","Databreach"
"132",5534,"date","O","I-Data","Databreach"
"133",5534,"internal","O","B-Data","Databreach"
"134",5534,"verification","O","I-Data","Databreach"
"135",5534,"code","O","I-Data","Databreach"
"136",6489,"the","B-Databreach","O","Databreach"
"137",6489,"first","I-Databreach","O","Databreach"
"138",6489,"breach","I-Databreach","O","Databreach"
"139",6489,"malware","O","B-Malware","Databreach"
"140",6489,"servers","O","B-System","Databreach"
"141",6489,"credit","O","B-PII","Databreach"
"142",6489,"cards","O","I-PII","Databreach"
"143",6489,"from","O","B-Time","Databreach"
"144",6489,"August","O","I-Time","Databreach"
"145",6489,"to","O","I-Time","Databreach"
"146",6489,"December","O","I-Time","Databreach"
"147",6489,"2016","O","I-Time","Databreach"
"148",7420,"That","B-Databreach","O","Databreach"
"149",7420,"breach","I-Databreach","O","Databreach"
"150",7420,"hotels","O","B-Organization","Databreach"
"151",7420,"bars","O","B-Organization","Databreach"
"152",7420,"restaurants","O","B-Organization","Databreach"
"153",7420,"hotels","O","B-Organization","Databreach"
"154",7420,"Michael","O","B-Organization","Databreach"
"155",7420,"Jordan","O","I-Organization","Databreach"
"156",7420,"âs","O","I-Organization","Databreach"
"157",7420,"Steak","O","I-Organization","Databreach"
"158",7420,"House","O","I-Organization","Databreach"
"159",7420,"and","O","I-Organization","Databreach"
"160",7420,"InterContinental","O","B-Organization","Databreach"
"161",7420,"Chicago","O","B-GPE","Databreach"
"162",7420,"Copper","O","B-Organization","Databreach"
"163",7420,"Lounge","O","I-Organization","Databreach"
"164",7420,"Intercontinental","O","B-Organization","Databreach"
"165",7420,"Los","O","B-GPE","Databreach"
"166",7420,"Angeles","O","I-GPE","Databreach"
"167",8328,"properties","O","B-Organization","Databreach"
"168",8328,"the","B-Databreach","O","Databreach"
"169",8328,"second","I-Databreach","O","Databreach"
"170",8328,"breach","I-Databreach","O","Databreach"
"171",12159,"this","B-Databreach","O","Databreach"
"172",12159,"most","I-Databreach","O","Databreach"
"173",12159,"recent","I-Databreach","O","Databreach"
"174",12159,"breach","I-Databreach","O","Databreach"
"175",12159,"U.S.-based","O","B-Organization","Databreach"
"176",12159,"chains","O","I-Organization","Databreach"
"177",14650,"a","B-Databreach","O","Databreach"
"178",14650,"breach","I-Databreach","O","Databreach"
"179",14650,"late","O","B-Time","Databreach"
"180",14650,"August","O","I-Time","Databreach"
"181",14650,"cards","O","B-PII","Databreach"
"182",14650,"from","O","B-Time","Databreach"
"183",14650,"Feb.","O","I-Time","Databreach"
"184",14650,"16","O","I-Time","Databreach"
"185",14650,",","O","I-Time","Databreach"
"186",14650,"2016","O","I-Time","Databreach"
"187",14650,"and","O","I-Time","Databreach"
"188",14650,"July","O","I-Time","Databreach"
"189",14650,"its","O","B-Organization","Databreach"
"190",14650,"restaurants","O","I-Organization","Databreach"
"191",14650,"hotels","O","B-Organization","Databreach"
"192",46,"Splunk","O","B-Organization","Databreach"
"193",46,"addressed","B-PatchVulnerability","O","PatchVulnerability"
"194",46,"vulnerabilities","O","B-Vulnerability","PatchVulnerability"
"195",46,"Enterprise","O","B-Software","PatchVulnerability"
"196",46,"Light","O","B-Software","PatchVulnerability"
"197",46,"products","O","I-Software","PatchVulnerability"
"198",3043,"issues","O","B-Vulnerability","PatchVulnerability"
"199",3043,"Splunk","O","B-Organization","PatchVulnerability"
"200",3043,"upgrading","B-PatchVulnerability","O","PatchVulnerability"
"201",3043,"latest","O","B-Patch","PatchVulnerability"
"202",3043,"release","O","I-Patch","PatchVulnerability"
"203",3043,"applying","B-PatchVulnerability","O","PatchVulnerability"
"204",4036,"Splunk","O","B-Software","PatchVulnerability"
"205",4036,"Enterprise","O","I-Software","PatchVulnerability"
"206",4036,"Splunk","O","B-Software","PatchVulnerability"
"207",4036,"Light","O","I-Software","PatchVulnerability"
"208",4036,"releases","O","B-Patch","PatchVulnerability"
"209",4036,"future","O","B-Patch","PatchVulnerability"
"210",4036,"releases","O","I-Patch","PatchVulnerability"
"211",4036,"fixes","O","B-Patch","PatchVulnerability"
"212",4036,"vulnerabilities","O","B-Vulnerability","PatchVulnerability"
"213",4036,"bug","O","B-Patch","PatchVulnerability"
"214",4036,"fixes","O","I-Patch","PatchVulnerability"
"215",4036,"advisory","B-PatchVulnerability","O","PatchVulnerability"
"216",4036,"published","I-PatchVulnerability","O","PatchVulnerability"
"217",4036,"Splunk","O","B-Organization","PatchVulnerability"
"218",5018,"severe","O","B-Vulnerability","PatchVulnerability"
"219",5018,"issue","O","I-Vulnerability","PatchVulnerability"
"220",5018,"fixed","B-PatchVulnerability","O","PatchVulnerability"
"221",5018,"the","O","B-Organization","PatchVulnerability"
"222",5018,"company","O","I-Organization","PatchVulnerability"
"223",5018,"cross-site","O","B-Vulnerability","PatchVulnerability"
"224",5018,"scripting","O","I-Vulnerability","PatchVulnerability"
"225",5018,"(","O","I-Vulnerability","PatchVulnerability"
"226",5018,"XSS","O","I-Vulnerability","PatchVulnerability"
"227",5018,"the","O","B-System","PatchVulnerability"
"228",5018,"Web","O","I-System","PatchVulnerability"
"229",5018,"interface","O","I-System","PatchVulnerability"
"230",5018,"tracked","B-DiscoverVulnerability","O","DiscoverVulnerability"
"231",5018,"as","I-DiscoverVulnerability","O","DiscoverVulnerability"
"232",5018,"CVE-2018-7427","O","B-CVE","DiscoverVulnerability"
"233",5984,"severe","O","B-Vulnerability","DiscoverVulnerability"
"234",5984,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"235",5984,"DoS","O","B-Vulnerability","DiscoverVulnerability"
"236",5984,"flaw","O","I-Vulnerability","DiscoverVulnerability"
"237",5984,"tracked","B-DiscoverVulnerability","O","DiscoverVulnerability"
"238",5984,"as","I-DiscoverVulnerability","O","DiscoverVulnerability"
"239",5984,"CVE-2018-7432","O","B-CVE","DiscoverVulnerability"
"240",5984,"be","B-DiscoverVulnerability","O","DiscoverVulnerability"
"241",5984,"exploited","I-DiscoverVulnerability","O","DiscoverVulnerability"
"242",5984,"using","O","B-Capabilities","DiscoverVulnerability"
"243",5984,"malicious","O","I-Capabilities","DiscoverVulnerability"
"244",5984,"HTTP","O","I-Capabilities","DiscoverVulnerability"
"245",5984,"requests","O","I-Capabilities","DiscoverVulnerability"
"246",5984,"sent","O","I-Capabilities","DiscoverVulnerability"
"247",5984,"to","O","I-Capabilities","DiscoverVulnerability"
"248",5984,"Splunkd","O","I-Capabilities","DiscoverVulnerability"
"249",6924,"issue","O","B-Vulnerability","DiscoverVulnerability"
"250",6924,"tracked","B-DiscoverVulnerability","O","DiscoverVulnerability"
"251",6924,"as","I-DiscoverVulnerability","O","DiscoverVulnerability"
"252",6924,"company","O","B-Organization","DiscoverVulnerability"
"253",7844,"company","O","B-Organization","DiscoverVulnerability"
"254",7844,"addressed","B-PatchVulnerability","O","PatchVulnerability"
"255",7844,"denial-of-service","O","B-Vulnerability","PatchVulnerability"
"256",7844,"(","O","I-Vulnerability","PatchVulnerability"
"257",7844,"DoS","O","I-Vulnerability","PatchVulnerability"
"258",7844,"tracked","B-DiscoverVulnerability","O","DiscoverVulnerability"
"259",7844,"as","I-DiscoverVulnerability","O","DiscoverVulnerability"
"260",7844,"CVE-2018-7429","O","B-CVE","DiscoverVulnerability"
"261",7844,"be","B-DiscoverVulnerability","O","DiscoverVulnerability"
"262",7844,"exploited","I-DiscoverVulnerability","O","DiscoverVulnerability"
"263",7844,"sending","O","B-Capabilities","DiscoverVulnerability"
"264",7844,"a","O","I-Capabilities","DiscoverVulnerability"
"265",7844,"specially","O","I-Capabilities","DiscoverVulnerability"
"266",7844,"crafted","O","I-Capabilities","DiscoverVulnerability"
"267",7844,"HTTP","O","I-Capabilities","DiscoverVulnerability"
"268",7844,"request","O","I-Capabilities","DiscoverVulnerability"
"269",7844,"to","O","I-Capabilities","DiscoverVulnerability"
"270",7844,"Splunkd","O","I-Capabilities","DiscoverVulnerability"
"271",8731,"flaw","O","B-Vulnerability","DiscoverVulnerability"
"272",8731,"addressed","B-PatchVulnerability","O","PatchVulnerability"
"273",8731,"vendor","O","B-Organization","PatchVulnerability"
"274",8731,"tracked","B-DiscoverVulnerability","O","DiscoverVulnerability"
"275",8731,"as","I-DiscoverVulnerability","O","DiscoverVulnerability"
"276",8731,"CVE-2018-7431","O","B-CVE","DiscoverVulnerability"
"277",8731,"issue","O","B-Vulnerability","DiscoverVulnerability"
"278",8731,"allows","O","B-Capabilities","DiscoverVulnerability"
"279",8731,"an","O","I-Capabilities","DiscoverVulnerability"
"280",8731,"authenticated","O","I-Capabilities","DiscoverVulnerability"
"281",8731,"attacker","O","I-Capabilities","DiscoverVulnerability"
"282",8731,"to","O","I-Capabilities","DiscoverVulnerability"
"283",8731,"download","O","I-Capabilities","DiscoverVulnerability"
"284",8731,"arbitrary","O","I-Capabilities","DiscoverVulnerability"
"285",8731,"files","O","I-Capabilities","DiscoverVulnerability"
"286",8731,"Django","O","B-Software","DiscoverVulnerability"
"287",8731,"app","O","I-Software","DiscoverVulnerability"
"288",9583,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"289",9583,"been","B-DiscoverVulnerability","O","DiscoverVulnerability"
"290",9583,"rated","I-DiscoverVulnerability","O","DiscoverVulnerability"
"291",10387,"vendor","O","B-Organization","DiscoverVulnerability"
"292",10387,"found","B-DiscoverVulnerability","O","DiscoverVulnerability"
"293",10387,"vulnerabilities","O","B-Vulnerability","DiscoverVulnerability"
"294",10387,"been","B-DiscoverVulnerability","O","DiscoverVulnerability"
"295",10387,"exploited","I-DiscoverVulnerability","O","DiscoverVulnerability"
"296",58,"The","O","B-Person","DiscoverVulnerability"
"297",58,"boss","O","I-Person","DiscoverVulnerability"
"298",58,"a","O","B-Organization","DiscoverVulnerability"
"299",58,"company","O","I-Organization","DiscoverVulnerability"
"300",58,"held","B-Ransom","O","Ransom"
"301",58,"to","I-Ransom","O","Ransom"
"302",58,"ransom","I-Ransom","O","Ransom"
"303",58,"computer","O","B-Person","Ransom"
"304",58,"hackers","O","I-Person","Ransom"
"305",1057,"Kettell","O","B-Organization","Ransom"
"306",1057,"Video","O","I-Organization","Ransom"
"307",1057,"Productions","O","I-Organization","Ransom"
"308",1057,"hackers","O","B-Person","Ransom"
"309",1057,"encrypted","O","B-Capabilities","Ransom"
"310",1057,"all","O","I-Capabilities","Ransom"
"311",1057,"his","O","I-Capabilities","Ransom"
"312",1057,"files","O","I-Capabilities","Ransom"
"313",1057,"demanded","B-Ransom","O","Ransom"
"314",1057,"money","I-Ransom","O","Ransom"
"315",4048,"They","O","B-Person","Ransom"
"316",4048,"staff","O","B-Person","Ransom"
"317",4048,"demanded","B-Ransom","O","Ransom"
"318",4048,"Â£","O","B-Money","Ransom"
"319",4048,"online","O","B-PaymentMethod","Ransom"
"320",4048,"currency","O","I-PaymentMethod","Ransom"
"321",4048,"bitcoins","O","I-PaymentMethod","Ransom"
"322",3617,"Netflix","O","B-Organization","Ransom"
"323",3617,"the","B-Databreach","O","Databreach"
"324",3617,"leaked","I-Databreach","O","Databreach"
"325",3617,"episodes","O","B-Data","Databreach"
"326",9248,"Their","O","B-Data","Databreach"
"327",9248,"files","O","I-Data","Databreach"
"328",9248,"were","B-Databreach","O","Databreach"
"329",9248,"stolen","I-Databreach","O","Databreach"
"330",10077,"Ransomware","O","B-Capabilities","Databreach"
"331",10077,"encrypts","O","I-Capabilities","Databreach"
"332",10077,"the","O","I-Capabilities","Databreach"
"333",10077,"files","O","I-Capabilities","Databreach"
"334",10077,"on","O","I-Capabilities","Databreach"
"335",10077,"a","O","I-Capabilities","Databreach"
"336",10077,"computer","O","I-Capabilities","Databreach"
"337",10849,"Victims","O","B-Organization","Databreach"
"338",10849,"pay","B-Ransom","O","Ransom"
"339",10849,"a","I-Ransom","O","Ransom"
"340",10849,"fee","I-Ransom","O","Ransom"
"341",10849,"(","I-Ransom","O","Ransom"
"342",12193,"Late","O","B-Time","Ransom"
"343",12193,"last","O","I-Time","Ransom"
"344",12193,"year","O","I-Time","Ransom"
"345",12193,"TheDarkOverlord","O","B-Organization","Ransom"
"346",12193,"hacked","B-Databreach","O","Databreach"
"347",12193,"Larson","O","B-Organization","Databreach"
"348",12193,"Studios","O","I-Organization","Databreach"
"349",12193,"downloaded","B-Databreach","O","Databreach"
"350",12193,"files","O","B-Data","Databreach"
"351",13686,"Larson","O","B-Organization","Databreach"
"352",13686,"Studios","O","I-Organization","Databreach"
"353",13686,"the","B-Ransom","O","Ransom"
"354",13686,"extortion","I-Ransom","O","Ransom"
"355",13686,"demands","I-Ransom","O","Ransom"
"356",14063,"Netflix","O","B-Organization","Ransom"
"357",14063,"pay","B-Ransom","O","Ransom"
"358",15416,"their","O","B-Data","Ransom"
"359",15416,"popular","O","I-Data","Ransom"
"360",15416,"series","O","I-Data","Ransom"
"361",15416,"leaked","B-Databreach","O","Databreach"
"362",15627,"Netflix","O","B-Organization","Databreach"
"363",15627,"Larson","O","B-Organization","Databreach"
"364",15627,"Studios","O","I-Organization","Databreach"
"365",15627,"are","B-Ransom","O","Ransom"
"366",15627,"(","I-Ransom","O","Ransom"
"367",15627,"were","I-Ransom","O","Ransom"
"368",15627,")","I-Ransom","O","Ransom"
"369",15627,"they","O","B-Organization","Ransom"
"370",15627,"were","O","B-Capabilities","Ransom"
"371",15627,"not","O","I-Capabilities","Ransom"
"372",15627,"infected","O","I-Capabilities","Ransom"
"373",15627,"with","O","I-Capabilities","Ransom"
"374",15627,"Ransomware","O","I-Capabilities","Ransom"
"375",15627,"have","B-Databreach","O","Databreach"
"376",15627,"complete","I-Databreach","O","Databreach"
"377",15627,"access","I-Databreach","O","Databreach"
"378",15627,"their","O","B-Data","Databreach"
"379",15627,"files","O","I-Data","Databreach"
"380",73,"A","O","B-Person","Databreach"
"381",73,"local","O","I-Person","Databreach"
"382",73,"resident","O","I-Person","Databreach"
"383",73,"receiving","B-Phishing","O","Phishing"
"384",73,"an","O","B-File","Phishing"
"385",73,"email","O","I-File","Phishing"
"386",73,"claiming","B-Phishing","O","Phishing"
"387",73,"to","I-Phishing","O","Phishing"
"388",73,"be","I-Phishing","O","Phishing"
"389",73,"HMRC","O","B-Organization","Phishing"
"390",73,"receive","O","B-Purpose","Phishing"
"391",73,"a","O","I-Purpose","Phishing"
"392",73,"tax","O","I-Purpose","Phishing"
"393",73,"refund","O","I-Purpose","Phishing"
"394",73,"Â£","O","B-Money","Phishing"
"395",1072,"the","O","B-File","Phishing"
"396",1072,"fake","O","I-File","Phishing"
"397",1072,"HMRC","O","I-File","Phishing"
"398",1072,"email","O","I-File","Phishing"
"399",1072,"advises","B-Phishing","O","Phishing"
"400",1072,"you","O","B-Person","Phishing"
"401",1072,"click","O","B-Capabilities","Phishing"
"402",1072,"on","O","I-Capabilities","Phishing"
"403",1072,"a","O","I-Capabilities","Phishing"
"404",1072,"link","O","I-Capabilities","Phishing"
"405",1072,"to","O","I-Capabilities","Phishing"
"406",1072,"complete","O","I-Capabilities","Phishing"
"407",1072,"and","O","I-Capabilities","Phishing"
"408",1072,"submit","O","I-Capabilities","Phishing"
"409",1072,"the","O","I-Capabilities","Phishing"
"410",1072,"refund","O","I-Capabilities","Phishing"
"411",1072,"form","O","I-Capabilities","Phishing"
"412",2071,"take","O","B-Capabilities","Phishing"
"413",2071,"you","O","I-Capabilities","Phishing"
"414",2071,"to","O","I-Capabilities","Phishing"
"415",2071,"a","O","I-Capabilities","Phishing"
"416",2071,"fraudulent","O","I-Capabilities","Phishing"
"417",2071,"website","O","I-Capabilities","Phishing"
"418",2071,"supply","O","B-Purpose","Phishing"
"419",2071,"your","O","I-Purpose","Phishing"
"420",2071,"name","O","I-Purpose","Phishing"
"421",2071,",","O","I-Purpose","Phishing"
"422",2071,"address","O","I-Purpose","Phishing"
"423",2071,",","O","I-Purpose","Phishing"
"424",2071,"and","O","I-Purpose","Phishing"
"425",3070,"The","O","B-Website","Phishing"
"426",3070,"fake","O","I-Website","Phishing"
"427",3070,"HMRC","O","I-Website","Phishing"
"428",3070,"site","O","I-Website","Phishing"
"429",3070,"supply","O","B-Purpose","Phishing"
"430",3070,"your","O","I-Purpose","Phishing"
"431",3070,"credit","O","I-Purpose","Phishing"
"432",3070,"card","O","I-Purpose","Phishing"
"433",3070,"numbers","O","I-Purpose","Phishing"
"434",5044,"the","O","B-Data","Phishing"
"435",5044,"information","O","I-Data","Phishing"
"436",5044,"will","B-Databreach","O","Databreach"
"437",5044,"be","I-Databreach","O","Databreach"
"438",5044,"collected","I-Databreach","O","Databreach"
"439",5044,"scammers","O","B-Person","Databreach"
"440",5044,"commit","O","B-Purpose","Databreach"
"441",5044,"fraud","O","I-Purpose","Databreach"
"442",5044,"steal","O","B-Purpose","Databreach"
"443",5044,"your","O","I-Purpose","Databreach"
"444",5044,"identity","O","I-Purpose","Databreach"
"445",6010,"you","O","B-Person","Databreach"
"446",6010,"have","B-Phishing","O","Phishing"
"447",6010,"received","I-Phishing","O","Phishing"
"448",6010,"an","O","B-Organization","Phishing"
"449",6010,"HMRC","O","I-Organization","Phishing"
"450",6010,"phishing/bogus","O","B-File","Phishing"
"451",6010,"email","O","I-File","Phishing"
"452",291,"Mozilla","O","B-Organization","Phishing"
"453",291,"has","B-PatchVulnerability","O","PatchVulnerability"
"454",291,"recently","I-PatchVulnerability","O","PatchVulnerability"
"455",291,"fixed","I-PatchVulnerability","O","PatchVulnerability"
"456",291,"multiple","O","B-Vulnerability","PatchVulnerability"
"457",291,"security","O","I-Vulnerability","PatchVulnerability"
"458",291,"flaws","O","I-Vulnerability","PatchVulnerability"
"459",291,"Thunderbird","O","B-Software","PatchVulnerability"
"460",291,"60.3","O","B-Version","PatchVulnerability"
"461",1290,"These","O","B-Vulnerability","PatchVulnerability"
"462",1290,"vulnerabilities","O","I-Vulnerability","PatchVulnerability"
"463",1290,"a","O","B-Vulnerability","PatchVulnerability"
"464",1290,"critical","O","I-Vulnerability","PatchVulnerability"
"465",1290,"security","O","I-Vulnerability","PatchVulnerability"
"466",1290,"bug","O","I-Vulnerability","PatchVulnerability"
"467",1290,"affected","B-DiscoverVulnerability","O","DiscoverVulnerability"
"468",1290,"Mozilla","O","B-Organization","DiscoverVulnerability"
"469",1290,"Firefox","O","B-Software","DiscoverVulnerability"
"470",1290,"Firefox","O","B-Software","DiscoverVulnerability"
"471",1290,"ESR","O","I-Software","DiscoverVulnerability"
"472",1290,"browsers","O","I-Software","DiscoverVulnerability"
"473",2289,"Last","O","B-Time","DiscoverVulnerability"
"474",2289,"week","O","I-Time","DiscoverVulnerability"
"475",2289,"Mozilla","O","B-Organization","DiscoverVulnerability"
"476",2289,"patched","B-PatchVulnerability","O","PatchVulnerability"
"477",2289,"multiple","O","B-Vulnerability","PatchVulnerability"
"478",2289,"security","O","I-Vulnerability","PatchVulnerability"
"479",2289,"flaws","O","I-Vulnerability","PatchVulnerability"
"480",2289,"Thunderbird","O","B-Software","PatchVulnerability"
"481",2289,"60.3","O","B-Version","PatchVulnerability"
"482",2289,"a","O","B-Vulnerability","PatchVulnerability"
"483",2289,"critical","O","I-Vulnerability","PatchVulnerability"
"484",2289,"security","O","I-Vulnerability","PatchVulnerability"
"485",2289,"flaw","O","I-Vulnerability","PatchVulnerability"
"486",3288,"community","O","B-Person","PatchVulnerability"
"487",3288,"members","O","I-Person","PatchVulnerability"
"488",3288,"and","O","I-Person","PatchVulnerability"
"489",3288,"developers","O","I-Person","PatchVulnerability"
"490",3288,"Mozilla","O","B-Organization","PatchVulnerability"
"491",3288,"discovered","B-DiscoverVulnerability","O","DiscoverVulnerability"
"492",3288,"reported","O","B-Vulnerability","DiscoverVulnerability"
"493",3288,"memory","O","I-Vulnerability","DiscoverVulnerability"
"494",3288,"safety","O","I-Vulnerability","DiscoverVulnerability"
"495",3288,"bugs","O","I-Vulnerability","DiscoverVulnerability"
"496",3288,"affected","B-DiscoverVulnerability","O","DiscoverVulnerability"
"497",3288,"Thunderbird","O","B-Software","DiscoverVulnerability"
"498",3288,"email","O","I-Software","DiscoverVulnerability"
"499",3288,"client","O","I-Software","DiscoverVulnerability"
"500",3288,"had","B-DiscoverVulnerability","O","DiscoverVulnerability"
